Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322061037715,35,F,4000.00,SP,18.0000,100,2022-06-20,85,110000.00,126500.00,3,0,2,0,SOLTEIRO(A),NULL,N,0.00,14,406,127708.31,3927.00,Sim
322061038715,54,M,5000.00,SP,23.0000,200,2022-06-20,227,200000.00,230000.00,17,15,0,1,CASADO (A),Ensino Fundamental,N,0.00,0,NULL,235419.95,14451.44,Nao
322061042715,43,F,1600.00,RS,23.0000,48,2022-06-20,35,6000.00,6900.00,3,0,2,0,SOLTEIRO(A),NULL,N,0.00,14,406,7137.34,476.15,Sim
322061043715,41,F,5000.00,PI,22.0000,80,2022-06-20,68,30000.00,34500.00,17,3,2,2,CASADO (A),NULL,N,0.00,0,NULL,32257.83,4837.56,Nao
322061048715,24,M,2000.00,MG,21.0000,50,2022-06-30,34,7000.00,8050.00,9,5,2,1,SOLTEIRO(A),NULL,N,0.00,7,194,7118.74,1663.32,Sim
322061049715,20,M,2000.00,GO,23.0000,60,2022-06-20,46,14000.00,16100.00,1,0,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,17344.15,294.60,Sim
322061050715,45,M,7800.00,MA,20.0000,100,2022-06-20,87,40000.00,46000.00,3,0,1,0,CASADO (A),Nenhum,N,0.00,14,406,47219.85,1452.00,Sim
322061053715,45,F,4500.00,SP,24.0000,25,2022-06-20,8,8000.00,9200.00,17,13,1,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,3276.80,7488.96,Nao
322061054715,26,F,10000.00,BA,23.0000,200,2022-06-23,227,140000.00,161000.00,3,2,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,172761.49,1641.48,Sim
322061055715,40,M,6800.00,SC,24.0000,240,2022-06-20,225,350000.00,402500.00,11,9,0,2,CASADO (A),NULL,N,0.00,0,NULL,417159.14,22945.73,Nao
322061056715,49,F,3000.00,SP,23.0000,200,2022-06-20,193,100000.00,115000.00,11,0,6,2,CASADO (A),Ensino Superior,N,0.00,6,162,120009.67,4392.60,Sim
322061057715,44,M,3700.00,PR,23.0000,200,2022-06-20,227,130000.00,149500.00,1,0,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,161028.25,481.00,Sim
322061058715,26,F,1724.00,PR,22.0000,190,2022-06-20,179,60000.00,69000.00,17,13,0,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,67197.58,7180.43,Nao
322061059715,34,M,13188.00,SP,21.0000,80,2022-06-20,74,60000.00,69000.00,2,0,1,1,CASADO (A),NULL,N,0.00,15,435,72182.69,1469.79,Sim
322061060715,69,M,3000.00,RJ,22.0000,190,2022-06-20,179,60000.00,69000.00,1,0,0,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,73659.24,388.38,Sim
322061062715,53,F,2700.00,SP,21.0000,80,2022-06-23,74,45000.00,51750.00,14,4,8,4,CASADO (A),Ensino Fundamental,N,0.00,1,11,35912.67,19761.68,Nao
322061063715,35,M,1800.00,MG,21.0000,36,2022-06-20,35,15000.00,17250.00,15,6,0,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,7021.07,11925.16,Nao
322061065715,32,F,3500.00,GO,22.0000,180,2022-06-20,179,90000.00,103500.00,3,2,0,0,CASADO (A),NULL,N,0.00,14,406,109471.56,1900.44,Sim
322061066715,48,F,2400.00,SP,21.0000,45,2022-06-20,31,10000.00,11500.00,1,0,0,0,OUTRO,Nenhum,N,0.00,16,468,12236.87,275.40,Sim
322061068715,33,F,2200.00,SP,17.0000,60,2022-06-20,49,16000.00,18400.00,2,0,1,1,CASADO (A),NULL,N,0.00,15,435,18543.80,634.66,Sim
322061069715,43,F,3000.00,PE,23.0000,200,2022-06-20,227,200000.00,230000.00,11,0,0,1,CASADO (A),Nenhum,N,0.00,6,162,240035.77,8718.62,Sim
322061070715,51,F,2400.00,SP,20.0000,100,2022-06-20,87,50000.00,57500.00,2,0,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,59812.53,1230.32,Sim
322061073715,52,F,2000.00,MG,20.0000,90,2022-06-20,87,45000.00,51750.00,17,7,3,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,44165.36,11214.42,Nao
322061074715,58,M,2500.00,BA,18.0000,45,2022-06-22,30,25000.00,28750.00,17,13,1,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,11154.98,20455.72,Nao
322061075715,46,F,2500.00,DF,23.0000,200,2022-06-20,193,100000.00,115000.00,1,1,0,2,SOLTEIRO(A),Nenhum,N,0.00,15,435,123791.41,370.00,Sim
322061076715,27,M,3000.00,MG,21.0000,80,2022-07-05,68,40000.00,46000.00,8,8,0,1,CASADO (A),Nenhum,N,0.00,8,225,45143.10,3994.90,Sim
322061077715,38,F,4500.00,SP,20.0000,100,2022-06-23,87,40000.00,46000.00,17,3,10,0,CASADO (A),NULL,N,0.00,0,NULL,40193.67,8889.76,Nao
322061078715,48,F,2500.00,CE,23.0000,200,2022-06-20,227,140000.00,161000.00,7,5,1,2,SOLTEIRO(A),Nenhum,N,0.00,10,284,170092.86,3625.16,Sim
322061079715,22,M,1500.00,MA,20.0000,90,2022-06-20,87,35000.00,40250.00,3,2,0,1,SOLTEIRO(A),NULL,N,0.00,14,406,41202.10,1411.64,Sim
322061082715,38,M,20000.00,GO,21.0000,36,2022-06-20,35,15000.00,17250.00,1,0,0,2,SOLTEIRO(A),NULL,N,0.00,14,406,11477.92,7672.65,Nao
322061083715,30,M,3000.00,MG,21.0000,80,2022-06-21,68,35000.00,40250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,42599.28,540.93,Sim
322061084715,40,M,2300.00,PA,20.0000,100,2022-06-20,87,50000.00,57500.00,16,10,0,1,CASADO (A),NULL,N,0.00,0,NULL,50727.06,9911.97,Nao
322061085715,25,M,3700.00,MS,16.0000,60,2022-06-20,75,60000.00,69000.00,1,0,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,69978.55,1181.79,Sim
322061086715,68,M,1200.00,RN,24.0000,25,2022-06-21,8,5000.00,5750.00,2,0,2,1,SOLTEIRO(A),NULL,N,0.00,15,435,6058.85,519.39,Sim
322061088715,28,M,1442.00,CE,25.0000,200,2022-06-24,193,100000.00,115000.00,10,2,5,3,CASADO (A),NULL,N,0.00,7,194,122089.44,3413.74,Sim
322061093715,50,M,2000.00,MG,20.0000,100,2022-06-20,87,35000.00,40250.00,1,1,0,0,CASADO (A),Nenhum,N,0.00,15,435,42292.22,430.61,Sim
322061094715,42,M,2975.00,SP,21.0000,45,2022-06-20,29,14000.00,16100.00,15,14,0,3,DIVORCIADO,NULL,N,0.00,0,NULL,6034.15,11536.90,Nao
322061095715,23,M,2500.00,MG,23.0000,200,2022-06-20,227,150000.00,172500.00,15,3,8,2,SOLTEIRO(A),NULL,N,0.00,1,11,177688.06,9171.93,Nao
322061096715,35,F,30000.00,CE,26.0000,240,2022-06-21,227,220000.00,253000.00,3,2,1,0,SOLTEIRO(A),NULL,N,0.00,14,406,277245.30,3632.88,Sim
322061100715,46,M,4000.00,MA,18.0000,40,2022-06-20,30,40000.00,46000.00,1,0,0,0,CASADO (A),NULL,N,0.00,16,468,47571.62,1200.00,Sim
322061101715,39,F,2200.00,SP,22.0000,80,2022-06-21,68,40000.00,46000.00,15,10,1,2,SOLTEIRO(A),NULL,N,0.00,2,162,43725.02,5562.75,Nao
322061104715,28,M,3000.00,RS,28.0000,48,2022-06-22,36,12000.00,13800.00,10,1,2,2,SOLTEIRO(A),NULL,N,0.00,4,103,12613.94,3500.84,Nao
322061106715,26,M,2424.00,AM,23.0000,60,2022-06-21,46,10000.00,11500.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,12460.58,210.43,Sim
322061108715,23,M,6500.00,GO,21.0000,60,2022-06-21,75,60000.00,69000.00,2,0,1,1,SOLTEIRO(A),NULL,N,0.00,15,435,72385.13,1464.60,Sim
322061116715,31,M,3000.00,SE,21.0000,40,2022-06-20,25,12000.00,13800.00,15,4,2,2,OUTRO,NULL,N,0.00,0,NULL,4574.67,10554.46,Nao
322061119715,26,M,1292.00,BA,23.0000,60,2022-06-20,46,14000.00,16100.00,16,4,10,1,SOLTEIRO(A),NULL,N,0.00,1,11,12847.59,5091.74,Nao
322061122715,26,F,1800.00,CE,23.0000,200,2022-06-21,193,100000.00,115000.00,3,2,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,123097.78,1110.00,Sim
322061126715,23,M,2000.00,BA,20.0000,100,2022-06-20,87,40000.00,46000.00,14,7,1,5,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,23125.68,25507.56,Nao
322061127715,41,M,12000.00,GO,22.0000,200,2022-06-23,225,400000.00,460000.00,16,15,1,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,468640.04,25566.00,Nao
322061129715,46,F,5000.00,SP,23.0000,200,2022-06-21,227,150000.00,172500.00,14,12,1,2,CASADO (A),NULL,N,0.00,3,162,178230.04,8409.93,Nao
322061130715,29,M,3000.00,PA,22.0000,80,2022-06-21,68,30000.00,34500.00,1,0,1,2,SOLTEIRO(A),Nenhum,N,0.00,16,468,36754.02,273.75,Sim
322061132715,19,M,1100.00,SP,21.0000,55,2022-06-21,42,15000.00,17250.00,16,14,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,11908.97,5772.59,Nao
322061134715,30,M,2500.00,SP,20.0000,100,2022-06-28,87,50000.00,57500.00,3,2,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,59000.23,1815.00,Sim
322061135715,39,M,3500.00,SP,20.0000,100,2022-06-20,87,30000.00,34500.00,3,3,0,0,SOLTEIRO(A),Nenhum,N,0.00,13,376,35400.15,1089.00,Sim
322061143715,27,M,2750.00,MG,20.0000,100,2022-06-21,87,45000.00,51750.00,12,10,2,2,SOLTEIRO(A),NULL,N,0.00,5,194,47971.55,6914.24,Nao
322061147715,55,F,2100.00,RN,23.0000,200,2022-06-21,193,100000.00,115000.00,4,2,1,2,SOLTEIRO(A),NULL,N,0.00,13,376,122983.28,1563.32,Sim
322061149715,46,F,2341.00,MA,21.0000,60,2022-06-23,49,20000.00,23000.00,13,7,4,6,CASADO (A),Ensino Superior,N,0.00,0,NULL,12992.58,9420.57,Nao
322061150715,22,M,2500.00,AL,10.0000,75,2022-06-21,64,25000.00,28750.00,14,14,0,3,OUTRO,NULL,N,0.00,0,NULL,7242.78,20296.32,Nao
322061154715,42,F,30000.00,SP,22.0000,170,2022-06-22,159,220000.00,253000.00,15,6,4,1,CASADO (A),NULL,N,0.00,1,11,256452.38,15524.67,Nao
322061155715,42,F,30000.00,SP,20.0000,160,2022-06-22,156,240000.00,276000.00,15,5,4,1,CASADO (A),NULL,N,0.00,1,11,274452.34,17499.93,Nao
322061156715,38,M,5000.00,MG,20.0000,100,2022-06-24,87,30000.00,34500.00,3,1,1,0,SOLTEIRO(A),NULL,N,0.00,14,406,35503.71,1107.30,Sim
322061157715,33,F,1600.00,SC,23.0000,200,2022-06-21,193,100000.00,115000.00,16,12,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,117594.43,6635.91,Nao
322061158715,42,F,30000.00,SP,20.0000,160,2022-06-22,156,240000.00,276000.00,15,5,4,1,CASADO (A),NULL,N,0.00,1,11,274452.34,17499.93,Nao
322061159715,42,F,30000.00,SP,23.0000,200,2022-06-22,227,190000.00,218500.00,15,5,4,1,CASADO (A),NULL,N,0.00,1,11,225071.91,11553.06,Nao
322061160715,53,M,3000.00,SP,23.0000,200,2022-06-21,193,100000.00,115000.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,15,435,123482.67,781.66,Sim
322061163715,30,M,3600.00,MG,20.0000,60,2022-06-21,68,40000.00,46000.00,17,13,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,34686.43,14080.17,Nao
322061165715,40,F,3000.00,MA,23.0000,200,2022-06-23,193,100000.00,115000.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,124125.31,640.83,Sim
322061166715,34,M,5000.00,BA,18.0000,35,2022-06-21,19,7000.00,8050.00,15,8,1,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,1213.22,7483.47,Nao
322061168715,24,M,4300.00,DF,21.0000,80,2022-06-21,68,45000.00,51750.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,15,435,54137.07,1091.25,Sim
322061171715,64,M,2000.00,SP,21.0000,60,2022-06-21,43,7000.00,8050.00,1,0,1,1,CASADO (A),NULL,N,0.00,16,468,8533.47,143.50,Sim
322061176715,42,M,6500.00,RS,17.0000,150,2022-06-21,143,250000.00,287500.00,6,3,1,0,CASADO (A),NULL,N,0.00,11,315,284064.13,11997.18,Sim
322061177715,45,M,3000.00,RJ,23.0000,200,2022-06-21,193,100000.00,115000.00,17,1,7,1,CASADO (A),Nenhum,N,0.00,0,NULL,117709.73,7265.85,Nao
322061179715,48,M,3600.00,DF,26.0000,240,2022-06-21,227,160000.00,184000.00,2,1,1,0,SOLTEIRO(A),NULL,N,0.00,15,435,202016.22,1693.12,Sim
322061183715,32,F,2500.00,SP,23.0000,48,2022-06-21,35,8000.00,9200.00,3,1,1,1,CASADO (A),NULL,N,0.00,14,406,9492.01,625.02,Sim
322061186715,66,M,2900.00,SP,18.0000,80,2022-06-27,80,50000.00,57500.00,14,8,0,3,VIÚVO(A),Nenhum,N,0.00,0,NULL,29420.52,32744.52,Nao
322061187715,32,F,5000.00,SP,23.0000,60,2022-06-21,46,8000.00,9200.00,4,3,1,0,DIVORCIADO,Nenhum,N,0.00,13,376,9420.15,666.64,Sim
322061190715,22,M,1300.00,MG,25.0000,80,2022-06-21,66,15000.00,17250.00,2,0,2,2,SOLTEIRO(A),NULL,N,0.00,15,468,18754.12,482.66,Sim
322061192715,61,F,2500.00,MG,23.0000,200,2022-06-21,193,70000.00,80500.00,1,0,1,0,VIÚVO(A),NULL,N,0.00,16,468,86887.68,448.58,Sim
322061196715,29,M,12600.00,MS,22.0000,200,2022-06-22,225,500000.00,575000.00,16,1,2,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,585800.04,31997.68,Nao
322061197715,34,M,9000.00,PA,16.0000,20,2022-06-21,6,25000.00,28750.00,13,1,12,4,CASADO (A),Ensino Médio,N,0.00,4,103,7882.39,23196.86,Nao
322061201715,27,M,2700.00,SP,25.0000,80,2022-06-21,66,25000.00,28750.00,7,3,1,0,SOLTEIRO(A),Nenhum,N,0.00,10,284,29130.39,2882.10,Sim
322061205715,57,F,2000.00,CE,22.0000,80,2022-06-21,68,50000.00,57500.00,17,7,4,1,CASADO (A),NULL,N,0.00,0,NULL,53743.57,7903.71,Nao
322061208715,44,M,2500.00,SC,23.0000,200,2022-06-22,193,100000.00,115000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,123867.87,370.00,Sim
322061209715,40,F,2000.00,CE,23.0000,200,2022-06-21,193,100000.00,115000.00,3,1,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,123097.78,1110.00,Sim
322061211715,47,F,4358.15,RS,18.0000,170,2022-06-21,156,250000.00,287500.00,1,1,0,2,CASADO (A),NULL,N,0.00,15,435,296720.64,1382.50,Sim
322061212715,63,F,9000.00,BA,18.0000,100,2022-06-21,85,120000.00,138000.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,15,435,140937.45,2903.98,Sim
322061215715,22,M,2500.00,SP,21.0000,40,2022-06-21,29,17000.00,19550.00,14,6,5,2,SOLTEIRO(A),NULL,N,0.00,3,71,13635.82,7944.33,Nao
322061216715,45,M,3500.00,RS,22.0000,80,2022-06-21,68,35000.00,40250.00,6,0,4,2,SOLTEIRO(A),NULL,N,0.00,11,315,41280.84,1942.75,Sim
322061218715,38,F,3000.00,PA,24.0000,30,2022-06-21,23,6000.00,6900.00,16,9,6,2,SOLTEIRO(A),NULL,N,0.00,1,11,3554.82,4471.75,Nao
322061219715,24,F,2000.00,MG,20.0000,200,2022-06-28,193,100000.00,115000.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,119500.18,1815.00,Sim
322061221715,46,F,2753.00,RJ,23.0000,200,2022-06-27,193,100000.00,115000.00,5,2,3,1,SOLTEIRO(A),NULL,N,0.00,11,315,122550.95,2118.90,Sim
322061222715,47,M,12000.00,RJ,18.0000,40,2022-06-22,30,35000.00,40250.00,1,0,1,0,OUTRO,Nenhum,N,0.00,16,468,41742.68,1057.06,Sim
322061223715,53,F,4000.00,PR,21.0000,60,2022-06-21,68,45000.00,51750.00,17,11,1,2,OUTRO,NULL,N,0.00,0,NULL,42570.03,12752.07,Nao
322061224715,39,M,5000.00,MG,18.0000,30,2022-06-21,19,12000.00,13800.00,1,0,1,1,CASADO (A),NULL,N,0.00,16,468,14183.84,482.42,Sim
322061225715,24,F,1900.00,MG,24.0000,20,2022-06-21,13,3000.00,3450.00,2,1,1,3,SOLTEIRO(A),NULL,N,0.00,14,406,3184.30,900.33,Nao
322061226715,44,M,3000.00,RJ,16.0000,80,2022-06-21,89,60000.00,69000.00,3,0,1,0,CASADO (A),Nenhum,N,0.00,14,406,68232.02,2667.87,Sim
322061227715,42,M,3000.00,BA,20.0000,100,2022-06-21,87,30000.00,34500.00,16,10,0,0,CASADO (A),Nenhum,N,0.00,0,NULL,30492.00,6342.99,Nao
322061228715,41,F,4912.00,SP,20.0000,90,2022-06-21,87,30000.00,34500.00,17,9,4,1,SOLTEIRO(A),Nenhum,S,0.00,0,NULL,29452.01,7353.22,Nao
322061231715,29,M,2500.00,BA,18.0000,100,2022-06-21,85,60000.00,69000.00,11,1,3,1,SOLTEIRO(A),NULL,N,0.00,6,162,63806.06,8512.67,Sim
322061233715,24,M,1899.00,MG,20.0000,90,2022-06-21,87,30000.00,34500.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,36257.55,409.42,Sim
322061236715,22,M,2000.00,BA,21.0000,45,2022-06-21,34,10000.00,11500.00,15,8,4,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,4064.07,8471.23,Nao
322061237715,44,M,5000.00,BA,17.0000,150,2022-06-21,143,200000.00,230000.00,14,2,2,2,SOLTEIRO(A),NULL,N,0.00,3,376,214004.89,23467.29,Nao
322061238715,83,M,3000.00,PE,21.0000,80,2022-06-21,68,40000.00,46000.00,1,0,1,2,CASADO (A),NULL,N,0.00,16,468,48541.36,485.00,Sim
322061239715,26,F,1760.00,MG,18.0000,30,2022-06-21,19,10000.00,11500.00,0,0,0,2,CASADO (A),NULL,N,0.00,16,468,12031.99,0.00,Sim
322061240715,48,F,1212.00,RS,24.0000,36,2022-06-21,23,3500.00,4025.00,16,14,0,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,2488.92,2138.52,Nao
322061245715,20,M,2100.00,MT,21.0000,55,2022-06-21,42,15000.00,17250.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,14,406,18348.08,338.56,Sim
322061249715,36,M,4500.00,SP,18.0000,100,2022-06-21,85,80000.00,92000.00,15,4,9,3,CASADO (A),NULL,N,0.00,0,NULL,48545.94,47455.38,Nao
322061253715,37,M,4000.00,GO,18.0000,90,2022-06-21,74,70000.00,80500.00,15,7,8,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,42536.02,41874.47,Nao
322061257715,56,F,3000.00,SP,21.0000,80,2022-06-21,74,45000.00,51750.00,2,1,1,1,CASADO (A),NULL,N,0.00,15,435,54205.97,1109.69,Sim
322061258715,37,M,3250.00,GO,21.0000,48,2022-06-21,35,15000.00,17250.00,14,2,10,3,CASADO (A),NULL,N,0.00,1,11,8500.92,10363.32,Nao
322061261715,32,M,2000.00,BA,20.0000,90,2022-06-21,87,35000.00,40250.00,17,4,2,0,OUTRO,Nenhum,N,0.00,0,NULL,34360.97,8686.13,Nao
322061262715,39,M,2850.00,SP,22.0000,80,2022-06-21,68,30000.00,34500.00,14,8,3,2,CASADO (A),NULL,N,0.00,3,71,33121.38,3981.41,Nao
322061265715,28,M,1700.00,BA,23.0000,200,2022-06-21,193,70000.00,80500.00,9,1,2,0,CASADO (A),NULL,N,0.00,8,225,83032.60,4158.17,Sim
322061267715,45,M,2400.00,BA,21.0000,55,2022-06-21,46,10000.00,11500.00,15,10,4,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,4206.16,8308.04,Nao
322061268715,40,M,6000.00,SP,23.0000,200,2022-06-21,227,200000.00,230000.00,13,3,9,5,SOLTEIRO(A),NULL,N,0.00,3,315,237433.28,7909.60,Nao
322061269715,58,F,4700.00,MG,24.0000,25,2022-06-21,8,10000.00,11500.00,16,2,14,2,CASADO (A),NULL,N,0.00,1,11,3682.62,9731.50,Nao
322061270715,23,F,9293.18,MG,23.0000,48,2022-06-21,35,8000.00,9200.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,9828.29,208.33,Sim
322061271715,29,M,8000.00,PR,20.0000,90,2022-07-19,76,25000.00,28750.00,15,5,9,0,CASADO (A),Nenhum,N,0.00,1,11,25245.00,5544.93,Nao
322061273715,51,M,5000.00,GO,18.0000,60,2022-06-21,76,30000.00,34500.00,15,7,7,3,CASADO (A),Nenhum,N,0.00,0,NULL,10872.09,25321.22,Nao
322061274715,58,F,5000.00,BA,23.0000,200,2022-06-21,193,100000.00,115000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,124214.55,390.83,Sim
322061280715,30,M,4000.00,SP,20.0000,90,2022-06-22,75,50000.00,57500.00,2,0,2,0,SOLTEIRO(A),NULL,N,0.00,15,435,59718.57,1379.51,Sim
322061281715,41,M,3300.00,MG,21.0000,45,2022-06-21,34,15000.00,17250.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,18303.64,409.99,Sim
322061282715,26,F,12000.00,PR,24.0000,240,2022-06-22,225,380000.00,437000.00,6,4,1,0,SOLTEIRO(A),NULL,N,0.00,11,315,463996.01,12316.40,Sim
322061284715,26,F,12000.00,PR,24.0000,240,2022-06-22,225,260000.00,299000.00,6,4,1,0,SOLTEIRO(A),NULL,N,0.00,11,315,317470.95,8426.98,Sim
322061285715,41,M,3300.00,MG,21.0000,45,2022-06-21,34,15000.00,17250.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,18303.64,409.99,Sim
322061286715,60,F,3000.00,SP,23.0000,200,2022-06-29,193,100000.00,115000.00,3,3,0,1,SOLTEIRO(A),Nenhum,N,0.00,13,376,123082.73,1110.00,Sim
322061288715,41,M,3300.00,MG,21.0000,45,2022-06-21,34,15000.00,17250.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,18303.64,409.99,Sim
322061290715,34,M,3000.00,SP,20.0000,100,2022-06-21,87,30000.00,34500.00,4,0,2,0,SOLTEIRO(A),NULL,N,0.00,13,376,35119.58,1484.17,Sim
322061291715,26,M,6000.00,SP,20.0000,180,2022-06-21,193,100000.00,115000.00,4,0,3,1,CASADO (A),Ensino Superior,S,0.00,13,376,119628.30,1585.22,Sim
322061294715,32,M,2500.00,MG,18.0000,60,2022-06-21,74,30000.00,34500.00,2,1,1,0,SOLTEIRO(A),Nenhum,N,0.00,15,435,34961.57,1202.04,Sim
322061295715,52,F,6000.00,MG,16.0000,20,2022-06-21,6,30000.00,34500.00,15,3,2,3,CASADO (A),NULL,N,0.00,0,NULL,4531.08,33089.92,Nao
322061297715,23,F,2500.00,SP,18.0000,60,2022-06-21,74,30000.00,34500.00,12,8,2,1,SOLTEIRO(A),NULL,N,0.00,5,133,28676.28,7555.82,Sim
322061299715,33,F,1210.00,AL,23.0000,200,2022-06-21,193,100000.00,115000.00,17,11,1,1,CASADO (A),Nenhum,N,0.00,0,NULL,117709.98,7225.85,Nao
322061300715,24,M,2000.00,SP,21.0000,55,2022-06-21,42,20000.00,23000.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,24509.04,451.41,Sim
322061301715,36,M,7000.00,SP,23.0000,200,2022-06-23,193,100000.00,115000.00,3,0,3,1,OUTRO,NULL,N,0.00,14,406,123401.11,1172.49,Sim
322061303715,55,F,2500.00,CE,23.0000,200,2022-06-21,193,100000.00,115000.00,4,1,2,2,SOLTEIRO(A),NULL,N,0.00,13,376,122701.62,1489.00,Sim
322061304715,49,F,8000.00,ES,16.0000,60,2022-06-22,75,100000.00,115000.00,15,2,1,4,OUTRO,Ensino Médio,N,0.00,0,NULL,45197.30,77753.27,Nao
322061306715,24,M,2000.00,GO,21.0000,80,2022-07-01,68,30000.00,34500.00,16,16,0,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,29280.01,7548.40,Nao
322061307715,33,F,2000.00,MG,20.0000,100,2022-06-21,87,40000.00,46000.00,3,2,1,0,CASADO (A),NULL,N,0.00,14,406,47338.23,1476.39,Sim
322061309715,42,M,12000.00,MA,21.0000,48,2022-06-21,40,30000.00,34500.00,4,0,3,1,CASADO (A),NULL,N,0.00,13,376,34196.46,3167.45,Sim
322061310715,21,M,1200.00,SP,10.0000,75,2022-06-25,64,25000.00,28750.00,2,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,14,435,27043.52,742.54,Sim
322061312715,31,F,3722.00,PR,22.0000,190,2022-06-21,179,100000.00,115000.00,17,12,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,87560.73,39126.83,Nao
322061313715,53,M,3500.00,MG,18.0000,60,2022-06-21,74,30000.00,34500.00,4,2,2,1,CASADO (A),NULL,N,0.00,13,376,33723.67,2404.08,Sim
322061317715,25,M,1700.00,MS,18.0000,35,2022-06-21,19,12000.00,13800.00,15,13,1,4,OUTRO,NULL,N,0.00,0,NULL,4364.52,10414.59,Nao
322061319715,36,M,4000.00,SP,20.0000,100,2022-06-22,87,30000.00,34500.00,4,0,3,1,CASADO (A),NULL,N,0.00,13,376,35151.27,1491.84,Sim
322061321715,23,M,5000.00,MT,23.0000,200,2022-06-21,193,100000.00,115000.00,15,4,10,2,SOLTEIRO(A),NULL,N,0.00,1,41,118472.53,6523.20,Nao
322061322715,32,F,2350.00,MS,23.0000,48,2022-06-21,35,6000.00,6900.00,14,1,11,4,DIVORCIADO,Nenhum,N,0.00,1,11,2098.39,7322.29,Nao
322061323715,21,M,3600.00,MG,18.0000,100,2022-06-23,85,60000.00,69000.00,2,0,1,0,SOLTEIRO(A),Nenhum,N,0.00,15,435,70588.82,1452.00,Sim
322061325715,23,M,2500.00,MG,21.0000,60,2022-06-23,43,7000.00,8050.00,2,0,2,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,8431.92,289.95,Sim
322061326715,38,M,5000.00,PR,22.0000,80,2022-06-21,68,50000.00,57500.00,15,12,2,1,SOLTEIRO(A),NULL,N,0.00,2,41,54682.76,6955.26,Nao
322061332715,27,M,1500.00,PI,23.0000,48,2022-06-21,35,8000.00,9200.00,4,1,3,3,SOLTEIRO(A),NULL,N,0.00,13,406,9266.76,867.79,Sim
322061333715,48,F,2400.00,MS,23.0000,60,2022-07-14,46,15000.00,17250.00,16,11,0,0,CASADO (A),NULL,N,0.00,0,NULL,13750.08,5424.28,Nao
322061334715,39,F,3000.00,SC,23.0000,200,2022-06-21,193,100000.00,115000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,124214.55,390.83,Sim
