Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322061335715,52,F,2000.00,PE,24.0000,25,2022-06-22,8,3000.00,3450.00,4,1,2,0,CASADO (A),Nenhum,N,0.00,13,376,3314.43,621.26,Sim
322061336715,69,M,8501.00,SP,23.0000,60,2022-06-21,46,15000.00,17250.00,15,12,2,0,OUTRO,Nenhum,N,0.00,0,NULL,14062.58,5115.94,Nao
322061338715,28,M,2700.00,SP,24.0000,25,2022-06-21,8,6000.00,6900.00,16,1,13,1,SOLTEIRO(A),NULL,N,0.00,1,11,2772.17,5380.10,Nao
322061339715,38,F,2000.00,CE,22.0000,190,2022-06-21,179,65000.00,74750.00,1,0,1,2,SOLTEIRO(A),NULL,N,0.00,16,468,79771.19,335.27,Sim
322061340715,27,F,1341.00,RJ,28.0000,48,2022-06-21,36,14000.00,16100.00,7,0,2,4,SOLTEIRO(A),NULL,N,0.00,10,284,8615.01,6621.37,Nao
322061342715,27,F,10500.00,MG,22.0000,200,2022-06-22,225,500000.00,575000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,613175.26,1825.00,Sim
322061344715,33,M,3200.00,BA,14.0000,100,2022-06-21,89,65000.00,74750.00,6,1,1,1,OUTRO,NULL,N,0.00,11,315,70525.61,4385.48,Sim
322061346715,21,M,2100.00,SP,25.0000,80,2022-06-21,71,16000.00,18400.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,20258.33,257.41,Sim
322061347715,24,F,2700.00,MS,18.0000,100,2022-06-21,85,70000.00,80500.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,83235.50,846.99,Sim
322061348715,33,F,4000.00,PR,22.0000,200,2022-06-21,225,250000.00,287500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,307136.66,912.50,Sim
322061349715,32,M,2500.00,SP,19.0000,140,2022-06-22,143,150000.00,172500.00,17,4,5,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,167265.18,13315.02,Nao
322061352715,23,M,2600.00,MS,21.0000,80,2022-06-29,68,40000.00,46000.00,15,12,2,1,CASADO (A),NULL,N,0.00,1,11,41544.71,7568.42,Nao
322061355715,46,M,7000.00,RJ,21.0000,55,2022-06-21,42,20000.00,23000.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,24440.31,447.28,Sim
322061356715,30,F,2500.00,SP,18.0000,100,2022-06-21,85,70000.00,80500.00,4,0,4,2,CASADO (A),NULL,N,0.00,13,376,81024.27,2659.48,Sim
322061357715,41,M,10000.00,RJ,20.0000,100,2022-06-21,87,30000.00,34500.00,8,3,4,1,SOLTEIRO(A),NULL,N,0.00,9,251,33591.21,3098.02,Sim
322061358715,26,M,2400.00,SP,20.0000,100,2022-06-22,87,40000.00,46000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,48141.86,484.00,Sim
322061359715,33,M,7300.00,MG,25.0000,80,2022-06-21,71,25000.00,28750.00,12,9,1,2,SOLTEIRO(A),NULL,N,0.00,1,11,19382.35,12463.19,Nao
322061362715,43,M,5000.00,RS,19.0000,140,2022-06-21,143,150000.00,172500.00,17,6,6,1,DIVORCIADO,NULL,N,0.00,0,NULL,167252.49,13352.54,Nao
322061364715,35,F,2000.00,GO,20.0000,100,2022-06-22,87,30000.00,34500.00,4,0,2,0,OUTRO,NULL,N,0.00,13,376,35119.58,1485.01,Sim
322061365715,35,F,8500.00,SP,21.0000,60,2022-07-20,49,16000.00,18400.00,2,0,0,1,DIVORCIADO,NULL,N,0.00,14,406,19207.89,656.00,Sim
322061366715,30,F,3500.00,MS,18.0000,35,2022-06-22,19,8000.00,9200.00,14,0,12,4,SOLTEIRO(A),NULL,N,0.00,1,11,3153.06,11992.26,Nao
322061370715,58,M,5000.00,RS,23.0000,200,2022-07-06,193,100000.00,115000.00,2,1,1,2,SOLTEIRO(A),NULL,N,0.00,14,435,123783.05,781.66,Sim
322061371715,25,M,3000.00,SP,18.0000,100,2022-06-24,85,60000.00,69000.00,4,3,0,0,SOLTEIRO(A),NULL,N,0.00,12,344,68886.23,2918.32,Sim
322061372715,68,F,2000.00,RJ,18.0000,70,2022-06-22,74,35000.00,40250.00,17,7,1,0,CASADO (A),NULL,N,0.00,0,NULL,31534.99,10947.28,Nao
322061373715,22,M,3000.00,MG,23.0000,200,2022-06-22,227,200000.00,230000.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,247705.15,740.00,Sim
322061374715,26,M,2300.00,SP,24.0000,25,2022-06-23,8,3000.00,3450.00,17,15,1,0,CASADO (A),Nenhum,N,0.00,0,NULL,1228.81,2793.25,Nao
322061386715,32,M,25000.00,SP,22.0000,200,2022-06-22,225,300000.00,345000.00,16,1,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,351480.03,19149.34,Nao
322061387715,29,F,3500.00,CE,24.0000,25,2022-06-22,8,7000.00,8050.00,3,1,2,1,CASADO (A),NULL,N,0.00,14,406,8116.27,1079.73,Sim
322061389715,29,M,3000.00,MG,21.0000,45,2022-06-22,33,15000.00,17250.00,17,8,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,11480.08,7512.05,Nao
322061392715,50,F,8000.00,PR,23.0000,60,2022-06-22,46,12000.00,13800.00,13,4,9,1,VIÚVO(A),NULL,N,0.00,4,133,11808.78,3534.02,Nao
322061394715,30,F,25000.00,RJ,20.0000,140,2022-06-22,129,500000.00,575000.00,17,3,1,1,CASADO (A),NULL,N,0.00,0,NULL,561896.20,46876.40,Nao
322061395715,30,F,25000.00,RJ,20.0000,140,2022-06-22,129,500000.00,575000.00,17,3,1,1,CASADO (A),NULL,N,0.00,0,NULL,561896.20,46876.40,Nao
322061396715,64,M,2800.00,MG,21.0000,80,2022-06-22,87,30000.00,34500.00,1,1,0,1,CASADO (A),NULL,N,0.00,15,435,36455.13,363.75,Sim
322061397715,45,F,20000.00,RJ,20.0000,140,2022-06-22,129,500000.00,575000.00,17,4,8,1,CASADO (A),Nenhum,N,0.00,0,NULL,561895.51,47287.04,Nao
322061399715,45,M,3000.00,BA,18.0000,60,2022-06-23,74,30000.00,34500.00,3,2,1,0,SOLTEIRO(A),Nenhum,N,0.00,14,406,34336.53,1803.06,Sim
322061400715,38,M,2500.00,MA,18.0000,100,2022-06-22,85,60000.00,69000.00,17,16,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,61811.97,10474.47,Nao
322061401715,33,M,5000.00,SP,10.0000,75,2022-06-22,64,40000.00,46000.00,17,2,4,0,DIVORCIADO,NULL,N,0.00,0,NULL,34039.44,9996.73,Nao
322061404715,26,M,10000.00,MG,16.0000,20,2022-06-22,6,50000.00,57500.00,11,0,11,4,OUTRO,NULL,N,0.00,0,NULL,0.00,63707.59,Nao
322061405715,53,M,15000.00,RJ,20.0000,140,2022-06-22,129,500000.00,575000.00,17,15,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,561896.20,46876.40,Nao
322061406715,45,M,6000.00,SP,18.0000,140,2022-06-22,133,150000.00,172500.00,17,15,1,1,CASADO (A),NULL,N,0.00,0,NULL,162695.68,19378.18,Nao
322061407715,53,F,4000.00,PA,22.0000,190,2022-06-22,179,60000.00,69000.00,2,0,2,0,SOLTEIRO(A),NULL,N,0.00,15,435,73450.35,810.78,Sim
322061408715,26,M,2100.00,PR,18.0000,80,2022-06-22,75,45000.00,51750.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,53311.02,669.38,Sim
322061410715,38,M,12000.00,RJ,20.0000,140,2022-06-22,129,500000.00,575000.00,15,1,6,1,SOLTEIRO(A),NULL,N,0.00,2,41,567114.86,41431.23,Nao
322061411715,48,M,6300.00,PR,19.0000,140,2022-06-22,143,150000.00,172500.00,2,0,2,2,CASADO (A),NULL,N,0.00,15,435,178966.61,1499.70,Sim
322061412715,33,M,3000.00,DF,18.0000,45,2022-06-23,30,35000.00,40250.00,9,3,5,3,CASADO (A),Nenhum,N,0.00,6,162,18273.26,24314.22,Nao
322061413715,53,M,2000.00,PR,28.0000,48,2022-07-08,36,10000.00,11500.00,14,1,12,1,SOLTEIRO(A),NULL,N,0.00,2,41,9378.30,4196.42,Nao
322061414715,41,F,2300.00,BA,24.0000,36,2022-06-22,23,5000.00,5750.00,2,1,1,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,6168.28,357.70,Sim
322061415715,30,M,5000.00,PI,21.0000,48,2022-06-23,35,30000.00,34500.00,3,2,1,2,SOLTEIRO(A),NULL,N,0.00,14,406,34004.40,1950.24,Sim
322061416715,45,F,3500.00,SP,23.0000,190,2022-06-22,227,200000.00,230000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,248415.31,820.46,Sim
322061420715,26,M,7000.00,PR,23.0000,200,2022-06-22,227,160000.00,184000.00,3,2,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,196956.43,1776.00,Sim
322061421715,46,M,2000.00,PA,18.0000,60,2022-06-23,74,30000.00,34500.00,11,5,2,2,SOLTEIRO(A),NULL,N,0.00,2,41,29202.01,6993.96,Nao
322061422715,55,F,2000.00,PA,20.0000,170,2022-06-22,175,100000.00,115000.00,4,1,1,2,CASADO (A),NULL,N,0.00,12,344,119012.01,2335.50,Sim
322061423715,20,M,1900.00,SP,20.0000,60,2022-06-22,68,30000.00,34500.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,35977.31,605.01,Sim
322061424715,55,M,11000.00,MG,24.0000,240,2022-06-22,225,250000.00,287500.00,2,0,1,0,CASADO (A),Nenhum,N,0.00,15,435,311498.42,2709.00,Sim
322061426715,49,F,3800.00,BA,23.0000,200,2022-06-22,227,150000.00,172500.00,7,5,1,1,CASADO (A),Nenhum,N,0.00,9,251,182051.53,5017.45,Sim
322061427715,31,M,2500.00,RJ,22.0000,80,2022-06-22,68,30000.00,34500.00,2,2,0,1,OUTRO,NULL,N,0.00,14,406,36506.30,547.50,Sim
322061432715,45,F,1212.00,MA,20.0000,100,2022-06-22,87,30000.00,34500.00,7,6,1,1,SOLTEIRO(A),NULL,N,0.00,10,284,33982.86,3278.46,Sim
322061433715,47,M,2800.00,PA,23.0000,48,2022-06-22,35,6000.00,6900.00,5,3,1,1,CASADO (A),NULL,N,0.00,12,344,6808.94,801.31,Sim
322061435715,28,F,2300.00,MA,23.0000,200,2022-06-22,193,100000.00,115000.00,5,3,2,1,CASADO (A),NULL,N,0.00,12,344,122327.32,1899.68,Sim
322061436715,42,M,1570.00,MG,21.0000,50,2022-06-22,34,9000.00,10350.00,17,9,6,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,7235.04,4216.18,Nao
322061437715,42,F,1900.00,BA,21.0000,40,2022-06-22,25,12000.00,13800.00,15,9,1,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,5143.57,9969.32,Nao
322061438715,43,F,4000.00,RJ,23.0000,200,2022-06-30,227,130000.00,149500.00,10,2,7,5,DIVORCIADO,Nenhum,N,0.00,6,194,156465.85,5222.60,Nao
322061439715,39,M,5000.00,RJ,25.0000,190,2022-06-29,175,120000.00,138000.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,15,435,151321.59,505.28,Sim
322061440715,34,M,5000.00,RJ,18.0000,80,2022-06-22,75,45000.00,51750.00,15,14,1,3,DIVORCIADO,NULL,N,0.00,0,NULL,12756.51,44170.25,Nao
322061441715,49,M,1460.00,BA,22.0000,80,2022-06-22,68,30000.00,34500.00,15,14,1,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,11707.86,25262.93,Nao
322061442715,21,M,1300.00,MG,21.0000,45,2022-06-22,29,15000.00,17250.00,4,0,2,1,SOLTEIRO(A),Nenhum,N,0.00,13,376,16897.82,1661.58,Sim
322061443715,37,F,2250.00,SP,21.0000,55,2022-06-23,42,15000.00,17250.00,13,11,1,2,SOLTEIRO(A),NULL,N,0.00,3,251,14089.02,4678.09,Nao
322061444715,34,F,3000.00,SP,20.0000,100,2022-06-30,87,30000.00,34500.00,4,2,2,1,DIVORCIADO,Nenhum,N,0.00,12,344,35136.19,1508.63,Sim
322061445715,36,M,10000.00,MG,24.0000,240,2022-06-22,225,500000.00,575000.00,1,0,1,1,CASADO (A),NULL,N,0.00,16,468,625340.43,2709.00,Sim
322061447715,27,M,2100.00,PA,21.0000,55,2022-06-22,42,14000.00,16100.00,3,0,2,1,SOLTEIRO(A),NULL,N,0.00,14,406,16505.29,947.97,Sim
322061449715,33,M,5000.00,PI,20.0000,100,2022-06-22,87,50000.00,57500.00,4,2,2,1,SOLTEIRO(A),NULL,N,0.00,13,376,58581.52,2473.76,Sim
322061451715,28,M,8000.00,RJ,18.0000,40,2022-06-22,30,45000.00,51750.00,1,0,1,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,53429.38,1359.06,Sim
322061452715,36,M,6500.00,MG,20.0000,160,2022-06-22,156,380000.00,437000.00,3,1,1,1,CASADO (A),Nenhum,N,0.00,14,406,456813.81,5289.93,Sim
322061456715,26,F,2300.00,BA,23.0000,200,2022-06-22,193,100000.00,115000.00,9,9,0,1,SOLTEIRO(A),NULL,N,0.00,7,194,120924.74,3779.49,Sim
322061457715,24,F,6000.00,MG,16.0000,60,2022-06-22,76,70000.00,80500.00,1,0,1,0,CASADO (A),NULL,N,0.00,16,468,81412.73,1365.00,Sim
322061458715,57,F,1500.00,SP,23.0000,200,2022-06-22,193,100000.00,115000.00,2,0,1,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,123482.67,740.00,Sim
322061460715,48,F,3900.00,MG,21.0000,80,2022-06-23,68,40000.00,46000.00,1,0,1,0,CASADO (A),NULL,N,0.00,16,468,48582.23,610.00,Sim
322061462715,35,F,2500.00,PB,23.0000,200,2022-06-22,193,100000.00,115000.00,13,8,3,1,CASADO (A),NULL,N,0.00,4,103,119247.96,5198.08,Nao
322061463715,35,M,2500.00,PA,23.0000,200,2022-06-22,193,100000.00,115000.00,14,10,3,2,SOLTEIRO(A),NULL,N,0.00,2,41,118835.90,5615.59,Nao
322061464715,34,M,4609.86,SC,16.0000,120,2022-06-22,143,300000.00,345000.00,15,4,1,3,CASADO (A),NULL,N,0.00,0,NULL,111387.59,240316.77,Nao
322061466715,26,M,2500.00,MG,22.0000,190,2022-06-22,179,100000.00,115000.00,11,11,0,0,CASADO (A),NULL,N,0.00,5,133,116114.80,7944.44,Sim
322061467715,38,M,5000.00,SE,22.0000,190,2022-06-22,175,200000.00,230000.00,2,0,1,0,CASADO (A),Nenhum,N,0.00,15,435,244834.41,2671.86,Sim
322061468715,23,F,1900.00,MG,21.0000,48,2022-07-19,35,10000.00,11500.00,13,1,10,3,SOLTEIRO(A),NULL,N,0.00,1,11,5801.84,7107.04,Nao
322061469715,32,M,6000.00,RJ,21.0000,60,2022-06-22,68,40000.00,46000.00,17,13,1,1,CASADO (A),NULL,N,0.00,0,NULL,37806.45,11316.50,Nao
322061470715,53,M,4500.00,SP,21.0000,45,2022-06-23,34,14000.00,16100.00,12,2,1,0,CASADO (A),NULL,N,0.00,0,NULL,0.00,18671.77,Nao
322061471715,46,M,11000.00,MG,18.0000,35,2022-06-22,19,12000.00,13800.00,13,10,3,3,CASADO (A),Nenhum,N,0.00,0,NULL,0.00,15070.84,Nao
322061474715,47,M,5000.00,PR,22.0000,80,2022-06-22,68,30000.00,34500.00,15,0,10,2,CASADO (A),NULL,N,0.00,2,41,32834.71,4316.91,Nao
322061475715,45,F,2500.00,SP,20.0000,100,2022-06-22,87,30000.00,34500.00,17,2,2,0,CASADO (A),NULL,N,0.00,0,NULL,30128.88,6609.99,Nao
322061476715,33,M,18000.00,MG,15.0000,65,2022-06-22,50,250000.00,287500.00,16,2,6,7,CASADO (A),NULL,N,0.00,0,NULL,185009.30,114106.61,Nao
322061480715,29,M,4500.00,RO,21.0000,60,2022-06-22,49,20000.00,23000.00,5,3,1,1,OUTRO,NULL,N,0.00,12,344,22134.48,2085.79,Sim
322061481715,24,F,3000.00,GO,20.0000,90,2022-06-22,74,60000.00,69000.00,14,1,10,3,DIVORCIADO,Nenhum,N,0.00,0,NULL,59529.96,8455.90,Nao
322061482715,26,M,1750.00,RS,22.0000,80,2022-06-23,68,50000.00,57500.00,5,4,1,1,SOLTEIRO(A),Nenhum,N,0.00,11,315,59419.37,2299.51,Sim
322061483715,44,F,2000.00,DF,23.0000,200,2022-06-22,193,100000.00,115000.00,11,8,1,2,CASADO (A),NULL,N,0.00,6,162,119956.04,4068.60,Sim
322061484715,48,M,2100.00,PI,23.0000,36,2022-06-23,28,12000.00,13800.00,4,1,1,0,CASADO (A),Nenhum,N,0.00,13,376,13550.42,1666.67,Sim
322061492715,24,M,2100.00,SP,25.0000,80,2022-06-22,71,18000.00,20700.00,3,3,0,0,SOLTEIRO(A),Nenhum,N,0.00,12,344,22139.74,857.25,Sim
322061493715,32,M,3000.00,RJ,23.0000,200,2022-06-30,193,100000.00,115000.00,3,3,0,1,SOLTEIRO(A),NULL,N,0.00,13,376,123364.39,1172.49,Sim
322061494715,54,F,6000.00,SP,21.0000,55,2022-06-22,42,15000.00,17250.00,3,0,1,0,CASADO (A),NULL,N,0.00,14,406,17677.16,1015.68,Sim
322061495715,83,M,3000.00,SP,21.0000,80,2022-06-22,87,40000.00,46000.00,16,2,10,2,CASADO (A),NULL,N,0.00,1,11,41066.04,8360.03,Nao
322061497715,24,F,2000.00,PA,14.0000,20,2022-06-22,6,30000.00,34500.00,17,12,2,2,CASADO (A),Nenhum,N,0.00,0,NULL,3356.25,33091.47,Nao
322061498715,33,F,2000.00,PR,23.0000,190,2022-06-28,193,100000.00,115000.00,14,13,0,2,SOLTEIRO(A),NULL,N,0.00,1,11,118551.50,5893.52,Nao
322061499715,48,F,1400.00,SP,18.0000,30,2022-07-07,19,7000.00,8050.00,11,7,4,4,CASADO (A),NULL,N,0.00,5,251,5346.84,3310.74,Nao
322061500715,56,M,16833.00,SP,16.0000,60,2022-06-22,75,65000.00,74750.00,15,0,2,1,OUTRO,NULL,N,0.00,0,NULL,21373.18,55429.51,Nao
322061501715,28,M,3000.00,SP,17.0000,25,2022-06-22,10,6000.00,6900.00,9,8,1,0,OUTRO,NULL,N,0.00,0,NULL,0.00,7634.25,Nao
322061502715,56,M,16833.00,SP,16.0000,60,2022-06-22,75,65000.00,74750.00,15,0,3,3,OUTRO,NULL,N,0.00,0,NULL,23990.42,52956.71,Nao
322061503715,31,F,3000.00,SP,21.0000,55,2022-06-22,42,13000.00,14950.00,17,16,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,11047.56,5335.88,Nao
322061504715,25,F,2500.00,SP,16.8000,50,2022-06-23,46,14000.00,16100.00,20,17,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,1692.60,15467.02,Nao
322061507715,31,M,4000.00,GO,21.0000,50,2022-06-22,34,12000.00,13800.00,8,1,6,2,OUTRO,NULL,N,0.00,9,251,12501.51,2552.10,Sim
322061509715,28,F,1650.00,RJ,22.0000,80,2022-06-22,68,30000.00,34500.00,17,15,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,32246.24,4837.56,Nao
322061510715,33,F,3100.00,MG,22.0000,80,2022-06-22,68,30000.00,34500.00,13,3,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,33328.65,3674.34,Nao
322061512715,35,F,2337.97,MG,21.0000,36,2022-06-30,35,15000.00,17250.00,16,12,0,2,CASADO (A),NULL,N,0.00,0,NULL,10173.70,8890.28,Nao
322061513715,31,F,2000.00,SP,21.0000,55,2022-06-22,43,10000.00,11500.00,5,4,1,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,11343.54,1265.92,Sim
322061514715,20,F,4000.00,PR,23.0000,200,2022-06-28,227,200000.00,230000.00,2,2,0,2,SOLTEIRO(A),NULL,N,0.00,10,284,246821.61,1562.66,Sim
322061515715,27,F,4000.00,MG,22.0000,80,2022-06-22,68,30000.00,34500.00,13,3,0,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,33328.65,3665.78,Nao
322061516715,20,F,4000.00,PR,23.0000,200,2022-06-28,227,200000.00,230000.00,2,2,0,2,SOLTEIRO(A),NULL,N,0.00,10,284,246821.61,1562.66,Sim
322061519715,64,M,8000.00,SP,23.0000,60,2022-06-22,46,15000.00,17250.00,17,12,2,3,CASADO (A),NULL,N,0.00,0,NULL,5805.18,13150.79,Nao
322061521715,31,M,2000.00,MG,21.0000,55,2022-07-06,42,15000.00,17250.00,13,4,9,3,CASADO (A),Nenhum,N,0.00,1,11,12135.23,6953.41,Nao
322061522715,51,M,4000.00,SP,22.0000,190,2022-06-22,179,60000.00,69000.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,73867.72,400.78,Sim
322061527715,29,F,24679.39,SC,17.0000,150,2022-06-22,143,150000.00,172500.00,17,11,3,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,144745.55,33847.58,Nao
322061530715,25,M,2500.00,MG,23.0000,200,2022-06-22,227,120000.00,138000.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,149057.53,469.00,Sim
322061532715,45,F,2000.00,RJ,19.0000,48,2022-06-22,35,6000.00,6900.00,17,11,1,1,CASADO (A),NULL,N,0.00,0,NULL,4688.65,2772.79,Nao
322061535715,51,M,4000.00,RJ,21.0000,60,2022-06-22,68,40000.00,46000.00,17,7,2,1,CASADO (A),NULL,N,0.00,0,NULL,37806.26,11188.70,Nao
322061536715,45,M,7000.00,SP,18.0000,40,2022-06-23,30,50000.00,57500.00,1,0,1,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,59624.66,1510.08,Sim
322061539715,43,M,4000.00,BA,22.0000,80,2022-06-22,68,45000.00,51750.00,2,1,1,2,SOLTEIRO(A),NULL,N,0.00,15,435,54851.52,839.86,Sim
322061540715,64,M,3400.00,SP,18.0000,60,2022-06-24,74,30000.00,34500.00,2,1,1,0,CASADO (A),Nenhum,N,0.00,15,435,34961.57,1202.04,Sim
322061541715,35,M,15000.00,GO,24.0000,25,2022-06-22,8,5000.00,5750.00,15,12,1,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,256.03,6447.36,Nao
322061542715,43,M,3000.00,SP,20.0000,100,2022-06-22,87,30000.00,34500.00,12,8,4,5,SOLTEIRO(A),Nenhum,N,0.00,5,162,31854.57,4693.35,Nao
322061544715,19,M,2500.00,SP,20.0000,90,2022-06-24,74,60000.00,69000.00,5,0,3,2,SOLTEIRO(A),NULL,N,0.00,12,344,69122.67,4183.74,Sim
322061545715,30,F,1600.00,SP,23.0000,60,2022-06-22,46,10000.00,11500.00,16,10,4,0,CASADO (A),NULL,N,0.00,0,NULL,9175.42,3626.02,Nao
322061547715,44,M,15000.00,MG,16.0000,25,2022-06-23,11,50000.00,57500.00,1,0,1,1,SOLTEIRO(A),NULL,N,0.00,16,468,58938.09,2369.91,Sim
322061548715,40,F,1900.00,BA,20.0000,100,2022-06-22,87,40000.00,46000.00,15,9,3,3,VIÚVO(A),Nenhum,N,0.00,0,NULL,27059.13,23260.37,Nao
322061549715,29,M,8000.00,RJ,20.0000,60,2022-06-22,74,50000.00,57500.00,4,1,2,1,SOLTEIRO(A),NULL,N,0.00,13,376,58441.43,2379.02,Sim
322061550715,45,F,5000.00,SP,22.0000,170,2022-06-23,159,200000.00,230000.00,14,13,1,2,SOLTEIRO(A),Nenhum,N,0.00,3,71,234061.44,12982.53,Nao
322061551715,51,M,6000.00,SE,23.0000,42,2022-06-22,35,6000.00,6900.00,13,0,13,3,CASADO (A),Ensino Médio,N,0.00,2,41,1456.40,6402.39,Nao
322061553715,49,M,2000.00,PR,22.0000,80,2022-06-29,68,30000.00,34500.00,15,13,2,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,32754.15,4235.84,Nao
322061563715,38,M,8000.00,SC,20.0000,170,2022-06-23,159,180000.00,207000.00,16,2,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,201536.62,18441.30,Nao
322061569715,31,F,5000.00,MG,20.0000,200,2022-06-24,193,120000.00,138000.00,17,1,5,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,132857.81,13942.57,Nao
322061570715,42,F,4500.00,MG,18.0000,70,2022-06-23,75,40000.00,46000.00,17,12,3,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,36039.99,12547.38,Nao
322061571715,31,M,5000.00,GO,23.0000,200,2022-06-22,227,150000.00,172500.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,15,435,185687.12,555.00,Sim
322061572715,30,M,3980.00,MS,21.0000,40,2022-07-18,30,50000.00,57500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,61173.23,1235.33,Sim
322061573715,28,M,8000.00,PB,10.0000,75,2022-06-22,64,25000.00,28750.00,17,15,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,21266.95,6233.01,Nao
322061574715,30,F,6700.00,SP,21.0000,60,2022-06-22,49,18000.00,20700.00,1,1,0,0,CASADO (A),NULL,N,0.00,15,435,21993.03,369.00,Sim
322061577715,33,M,5000.00,SP,24.0000,30,2022-06-22,36,16000.00,18400.00,14,7,3,2,SOLTEIRO(A),NULL,N,0.00,3,315,10922.82,10276.18,Nao
322061578715,46,M,3000.00,MS,26.0000,240,2022-06-22,227,130000.00,149500.00,17,13,1,0,CASADO (A),NULL,N,0.00,0,NULL,153406.91,13229.55,Nao
322061579715,27,M,6750.00,SE,23.0000,42,2022-06-22,28,6000.00,6900.00,1,0,1,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,7457.23,179.84,Sim
322061580715,35,M,5800.00,PA,16.0000,70,2022-06-22,74,100000.00,115000.00,17,5,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,76127.10,25882.47,Nao
322061584715,23,M,1600.00,MG,23.0000,60,2022-06-22,51,12000.00,13800.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,14927.12,252.52,Sim
322061588715,36,M,2300.00,SP,21.0000,55,2022-06-22,43,7000.00,8050.00,17,7,9,1,CASADO (A),NULL,N,0.00,0,NULL,5951.94,2869.25,Nao
322061590715,33,M,4500.00,PR,22.0000,80,2022-06-22,68,30000.00,34500.00,17,10,6,2,DIVORCIADO,NULL,N,0.00,0,NULL,32259.33,4746.57,Nao
322061591715,31,F,1600.00,CE,20.0000,100,2022-06-23,87,35000.00,40250.00,1,0,1,0,SOLTEIRO(A),NULL,N,0.00,16,468,42198.81,423.50,Sim
322061592715,30,M,3000.00,BA,21.0000,80,2022-07-04,68,50000.00,57500.00,6,1,1,0,CASADO (A),NULL,N,0.00,10,284,56729.52,4636.28,Sim
322061594715,45,F,3500.00,SP,18.0000,100,2022-06-23,85,90000.00,103500.00,5,1,1,0,CASADO (A),Nenhum,N,0.00,12,344,102258.41,5448.50,Sim
322061599715,21,M,5900.00,SP,18.0000,100,2022-06-23,85,70000.00,80500.00,1,0,1,2,SOLTEIRO(A),NULL,N,0.00,15,435,83259.02,671.99,Sim
322061601715,27,M,2100.00,SP,18.0000,70,2022-06-23,75,40000.00,46000.00,17,16,1,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,15474.92,32660.71,Nao
